priorytet;rodzina;model_podpis;duplikaty_w_model;id_model_kandydaci;proponowany_id_model;score_proponowanego;braki_proponowanego;niespojnosc_rodzaj_kolor;grupa_proponowana;rodzaj_proponowany;kolor_proponowany;plik_proponowany;maszyna_lacznie;maszyna_bez_id_model;maszyna_z_id_model;magazyn_seryjny_lacznie;magazyn_seryjny_bez_id_model;status_mastera;co_moge_wykonac_sam;czego_brakuje_od_ciebie;decyzja_kanoniczny_id_model;uzupelnij_grupa;uzupelnij_rodzaj;uzupelnij_kolor;uzupelnij_plik;uwagi_uzytkownika
NISKI;RICOH;IMC 3010;1;30002519(2/4);30002519;2/4;RODZAJ, PLIK;;Druk;;TAK;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=30002519 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 30002519: RODZAJ, PLIK;;;;;;
NISKI;RICOH;IMC 320;1;30002511(3/4);30002511;3/4;PLIK;;Druk;Drukarka laserowa A4;TAK;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=30002511 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 30002511: PLIK;;;;;;
NISKI;RICOH;IMC 5500lt;2;468(4/4), 585(4/4);468;4/4;;;Druk;urządzenie wielofunkcyjne;TAK;https://ksero-partner.com.pl/imgdev/ran_ricoh_im_c2000.png;1;1;0;0;0;wybrac_kanoniczny;Moge scalic logike na jeden rekord kanoniczny i potem hurtowo przepiac urzadzenia po Twojej decyzji.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL z grupy duplikatow.;;;;;;
NISKI;RICOH;IMC 8000;1;30002516(3/4);30002516;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3 kolorowa;TAK;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=30002516 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 30002516: PLIK;;;;;;
NISKI;RICOH;IS 2060;1;201(3/4);201;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;TAK;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=201 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 201: PLIK;;;;;;
NISKI;RICOH;LANIER IS 2215;1;202(2/4);202;2/4;KOLOR, PLIK;;Druk;Kserokopiarka cyfrowa A3;;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=202 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 202: KOLOR, PLIK;;;;;;
NISKI;RICOH;LANIER IS 2225;1;203(2/4);203;2/4;KOLOR, PLIK;;Druk;Kserokopiarka cyfrowa A3;;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=203 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 203: KOLOR, PLIK;;;;;;
NISKI;RICOH;M 1350;1;336(3/4);336;3/4;PLIK;RODZAJ sugeruje kolor, KOLOR=NIE;Druk;Kserokopiarka cyfrowa A4 kolorowa;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=336 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 336: PLIK;;;;;;
NISKI;RICOH;MP 2051;1;344(3/4);344;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=344 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 344: PLIK;;;;;;
NISKI;RICOH;MP 3500;1;360(3/4);360;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=360 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 360: PLIK;;;;;;
NISKI;RICOH;MP 4001;1;478(3/4);478;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=478 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 478: PLIK;;;;;;
NISKI;RICOH;MP 6054;2;486(4/4), 596(4/4);486;4/4;;;Druk;Drukarka laserowa A3;NIE;https://ksero-partner.com.pl/imgdev/R2555_3055.jpg;1;1;0;0;0;wybrac_kanoniczny;Moge scalic logike na jeden rekord kanoniczny i potem hurtowo przepiac urzadzenia po Twojej decyzji.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL z grupy duplikatow.;;;;;;
NISKI;RICOH;MP 6500;1;368(3/4);368;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=368 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 368: PLIK;;;;;;
NISKI;RICOH;MP 6503;1;487(4/4);487;4/4;;;Druk;Kserokopiarka cyfrowa A3;NIE;https://ksero-partner.com.pl/imgdev/R2555_3055.jpg;1;1;0;0;0;gotowy_master;Moge od razu uzywac tego ID_MODEL przy naprawie powiazan i przy automatyzacji /device.;"Brak; rekord nadaje sie na wzorzec.";;;;;;
NISKI;RICOH;MPC 2504;1;385(4/4);385;4/4;;;Druk;urządzenie wielofunkcyjne A4;TAK;https://ksero-partner.com.pl/imgdev/R_MPC3004_4504SP.jpg;1;1;0;0;0;gotowy_master;Moge od razu uzywac tego ID_MODEL przy naprawie powiazan i przy automatyzacji /device.;"Brak; rekord nadaje sie na wzorzec.";;;;;;
NISKI;RICOH;MPC 406;2;495(4/4), 606(4/4);495;4/4;;;Druk;urządzenie wielofunkcyjne A4;TAK;https://ksero-partner.com.pl/imgdev/ran_ricoh_mpc307.png;1;1;0;0;0;wybrac_kanoniczny;Moge scalic logike na jeden rekord kanoniczny i potem hurtowo przepiac urzadzenia po Twojej decyzji.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL z grupy duplikatow.;;;;;;
NISKI;RICOH;MPC 4503 SP;1;405(3/4);405;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3 kolorowa;TAK;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=405 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 405: PLIK;;;;;;
NISKI;RICOH;MPC 5501U;1;401(4/4);401;4/4;;;Druk;Kserokopiarka cyfrowa A3 kolorowa;TAK;https://ksero-partner.com.pl/imgdev/ran_ricoh_mp_c2003.png;1;1;0;0;0;gotowy_master;Moge od razu uzywac tego ID_MODEL przy naprawie powiazan i przy automatyzacji /device.;"Brak; rekord nadaje sie na wzorzec.";;;;;;
NISKI;RICOH;MPC 5504ex;1;502(4/4);502;4/4;;;Druk;Kserokopiarka cyfrowa A3 kolorowa;TAK;https://ksero-partner.com.pl/imgdev/R_MPC3004_4504SP.jpg;1;1;0;0;0;gotowy_master;Moge od razu uzywac tego ID_MODEL przy naprawie powiazan i przy automatyzacji /device.;"Brak; rekord nadaje sie na wzorzec.";;;;;;
NISKI;RICOH;MPC 7503;2;609(4/4), 504(3/4);609;4/4;;;Druk;Urządzenie wielkoformatowe;TAK;https://ksero-partner.com.pl/imgdev/ran_ricoh_mp_c2003.png;1;1;0;0;0;wybrac_kanoniczny;Moge scalic logike na jeden rekord kanoniczny i potem hurtowo przepiac urzadzenia po Twojej decyzji.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL z grupy duplikatow.;;;;;;
NISKI;RICOH;Ricoh SP 8200;1;406(2/4);406;2/4;KOLOR, PLIK;;Druk;Kserokopiarka cyfrowa A3 kolorowa;;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=406 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 406: KOLOR, PLIK;;;;;;
NISKI;RICOH;SG 2100n;1;505(3/4);505;3/4;PLIK;;Druk;Drukarka laserowa A4;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=505 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 505: PLIK;;;;;;
NISKI;RICOH;SP 112;1;506(3/4);506;3/4;PLIK;;Druk;Drukarka laserowa A4;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=506 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 506: PLIK;;;;;;
NISKI;RICOH;SP 5210 DN;1;407(3/4);407;3/4;PLIK;;Druk;Drukarka laserowa A4;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=407 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 407: PLIK;;;;;;
NISKI;RICOH;SP C420DN;1;409(3/4);409;3/4;PLIK;;Druk;Drukarka laserowa A4;TAK;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=409 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 409: PLIK;;;;;;
NISKI;RICOH;SP C811DN;1;410(3/4);410;3/4;PLIK;;Druk;Drukarka laserowa A3;TAK;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=410 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 410: PLIK;;;;;;
NISKI;RICOH;SP1200SF;1;411(3/4);411;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A4;TAK;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=411 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 411: PLIK;;;;;;
NISKI;RICOH;SPC 222 SF;1;412(3/4);412;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A4;TAK;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=412 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 412: PLIK;;;;;;
NISKI;RICOH;SPC 231 SF;1;413(3/4);413;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A4;TAK;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=413 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 413: PLIK;;;;;;
NISKI;RICOH;SPC 232 SF;1;414(3/4);414;3/4;PLIK;;Druk;Drukarka laserowa A4;TAK;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=414 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 414: PLIK;;;;;;
NISKI;RICOH;SPC 430DN;1;415(3/4);415;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3 kolorowa;TAK;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=415 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 415: PLIK;;;;;;
NISKI;SAMSUNG;ML 1520;1;507(2/4);507;2/4;KOLOR, PLIK;;Druk;Drukarka laserowa A4;;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=507 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 507: KOLOR, PLIK;;;;;;
NISKI;SAMSUNG;ML-M4070FR;1;508(2/4);508;2/4;KOLOR, PLIK;;Druk;Drukarka laserowa A4;;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=508 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 508: KOLOR, PLIK;;;;;;
NISKI;SAMSUNG;SCX4521F;1;509(3/4);509;3/4;PLIK;;Druk;Drukarka laserowa A4;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=509 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 509: PLIK;;;;;;
NISKI;TRIUMPH-ADLER;P-5531;1;514(3/4);514;3/4;PLIK;;Druk;Drukarka laserowa A4;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=514 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 514: PLIK;;;;;;
NISKI;TRIUMPH-ADLER;T-2540;1;30002492(2/4);30002492;2/4;RODZAJ, PLIK;;Druk;;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=30002492 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 30002492: RODZAJ, PLIK;;;;;;
NISKI;TRIUMPH-ADLER;TASK ALFA 3051i;1;516(2/4);516;2/4;KOLOR, PLIK;;Druk;Kserokopiarka analogowa A4;;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=516 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 516: KOLOR, PLIK;;;;;;
NISKI;XEROX;3325;1;531(3/4);531;3/4;PLIK;;Druk;Drukarka laserowa A4;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=531 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 531: PLIK;;;;;;
NISKI;XEROX;6204;1;532(3/4);532;3/4;PLIK;;Druk;Drukarka laserowa A4;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=532 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 532: PLIK;;;;;;
