priorytet;rodzina;model_podpis;liczba_rekordow_maszyna;przyklady_id_ewidencja_serial;kandydaci_id_model;proponowany_id_model;status_kandydata;brakujace_pola_modelu;co_moge_wykonac_sam;czego_brakuje_od_ciebie;decyzja_id_model;uwagi_uzytkownika
NISKI;RICOH;IM 4000;1;7629:KP/5076:4441RA40798;30002521(2/4);30002521;jednoznaczny_niepelny;RODZAJ, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=30002521 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 30002521: RODZAJ, PLIK;;
NISKI;RICOH;IMC 3010;1;7577:KP/5021:9153R220932;30002519(2/4);30002519;jednoznaczny_niepelny;RODZAJ, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=30002519 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 30002519: RODZAJ, PLIK;;
NISKI;RICOH;IMC 320;1;7513::;30002511(3/4);30002511;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=30002511 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 30002511: PLIK;;
NISKI;RICOH;IMC 5500lt;1;7007:KP/4488:3132M181801;468(4/4) | 585(4/4);;decyzja_duplikat;;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;RICOH;IMC 8000;1;7522:KP/4967:3843C930006;30002516(3/4);30002516;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=30002516 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 30002516: PLIK;;
NISKI;RICOH;IS 2060;1;2294:KP/1604:;201(3/4);201;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=201 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 201: PLIK;;
NISKI;RICOH;LANIER IS 2215;1;4928:KP/2813:;202(2/4);202;jednoznaczny_niepelny;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=202 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 202: KOLOR, PLIK;;
NISKI;RICOH;LANIER IS 2225;1;4929:KP/2814:;203(2/4);203;jednoznaczny_niepelny;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=203 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 203: KOLOR, PLIK;;
NISKI;RICOH;M 1350;1;4488:kp/&&:;336(3/4);336;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=336 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 336: PLIK;;
NISKI;RICOH;MP 2051;1;1771:KP/1349:;344(3/4);344;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=344 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 344: PLIK;;
NISKI;RICOH;MP 3500;1;298:KP/0259/07/2014:;360(3/4);360;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=360 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 360: PLIK;;
NISKI;RICOH;MP 4001;1;3203:KP/1989:V7903300855;478(3/4);478;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=478 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 478: PLIK;;
NISKI;RICOH;MP 6054;1;5637:KP/3400:G196JC00016;486(4/4) | 596(4/4);;decyzja_duplikat;;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;RICOH;MP 6500;1;46:KP/0032/06/2014:L7872700242;368(3/4);368;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=368 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 368: PLIK;;
NISKI;RICOH;MP 6503;1;6843:KP/4337:G657J300072;487(4/4);487;gotowy_jednoznaczny;;Moge hurtowo ustawic MASZYNA.ID_MODEL=487 dla calej sygnatury.;Wystarczy Twoje potwierdzenie, ze wskazany ID_MODEL jest poprawny.;;
NISKI;RICOH;MPC 2504;1;6503:KP/4080:G756R930461;385(4/4);385;gotowy_jednoznaczny;;Moge hurtowo ustawic MASZYNA.ID_MODEL=385 dla calej sygnatury.;Wystarczy Twoje potwierdzenie, ze wskazany ID_MODEL jest poprawny.;;
NISKI;RICOH;MPC 406;1;6184:KP/3894/BNP/SRS/SMARTit\REMOTE:G135PB00357;495(4/4) | 606(4/4);;decyzja_duplikat;;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;RICOH;MPC 4503 SP;1;2228:WEKP/1581:E175M830254;405(3/4);405;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=405 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 405: PLIK;;
NISKI;RICOH;MPC 5501U;1;3984:KP/2513:V9613400594;401(4/4);401;gotowy_jednoznaczny;;Moge hurtowo ustawic MASZYNA.ID_MODEL=401 dla calej sygnatury.;Wystarczy Twoje potwierdzenie, ze wskazany ID_MODEL jest poprawny.;;
NISKI;RICOH;MPC 5504ex;1;6975:KP/4458:C748J200074;502(4/4);502;gotowy_jednoznaczny;;Moge hurtowo ustawic MASZYNA.ID_MODEL=502 dla calej sygnatury.;Wystarczy Twoje potwierdzenie, ze wskazany ID_MODEL jest poprawny.;;
NISKI;RICOH;MPC 7503;1;6980:KP/4463:G669CB70124;609(4/4) | 504(3/4);;decyzja_duplikat;;Moge hurtowo ustawic ID_MODEL po wskazaniu kanonicznego rekordu z listy kandydatow.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL dla tej sygnatury.;;
NISKI;RICOH;Ricoh SP 8200;1;3039:KP/1947:S3700000000;406(2/4);406;jednoznaczny_niepelny;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=406 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 406: KOLOR, PLIK;;
NISKI;RICOH;SG 2100n;1;2500:KP/1889:;505(3/4);505;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=505 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 505: PLIK;;
NISKI;RICOH;SP 112;1;3439:uk1:;506(3/4);506;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=506 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 506: PLIK;;
NISKI;RICOH;SP 5210 DN;1;2499:KP/1733:S8251600244;407(3/4);407;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=407 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 407: PLIK;;
NISKI;RICOH;SP C420DN;1;179:KP/0148/06/2014:;409(3/4);409;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=409 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 409: PLIK;;
NISKI;RICOH;SP C811DN;1;827:KP/0767/08/2014:;410(3/4);410;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=410 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 410: PLIK;;
NISKI;RICOH;SP1200SF;1;1034:KP/0953/09/2014:;411(3/4);411;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=411 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 411: PLIK;;
NISKI;RICOH;SPC 222 SF;1;2160:KP/1542:;412(3/4);412;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=412 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 412: PLIK;;
NISKI;RICOH;SPC 231 SF;1;417:KP/0374/07/2014:;413(3/4);413;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=413 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 413: PLIK;;
NISKI;RICOH;SPC 232 SF;1;844:KP/0784/08/2014:;414(3/4);414;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=414 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 414: PLIK;;
NISKI;RICOH;SPC 430DN;1;4337:KP/2634:S9309998641;415(3/4);415;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=415 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 415: PLIK;;
NISKI;SAMSUNG;ML 1520;1;3258:kp.:;507(2/4);507;jednoznaczny_niepelny;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=507 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 507: KOLOR, PLIK;;
NISKI;SAMSUNG;ML-M4070FR;1;5214::;508(2/4);508;jednoznaczny_niepelny;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=508 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 508: KOLOR, PLIK;;
NISKI;SAMSUNG;SCX4521F;1;203:KP/0171/06/2014:scx4521/xeo;509(3/4);509;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=509 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 509: PLIK;;
NISKI;TRIUMPH-ADLER;P-5531;1;4032:KP/2532:VRJ6X00130;514(3/4);514;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=514 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 514: PLIK;;
NISKI;TRIUMPH-ADLER;T-2540;1;7246::;30002492(2/4);30002492;jednoznaczny_niepelny;RODZAJ, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=30002492 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 30002492: RODZAJ, PLIK;;
NISKI;TRIUMPH-ADLER;TASK ALFA 3051i;1;4979:KP//////:;516(2/4);516;jednoznaczny_niepelny;KOLOR, PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=516 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 516: KOLOR, PLIK;;
NISKI;XEROX;3325;1;3195:kp.....:;531(3/4);531;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=531 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 531: PLIK;;
NISKI;XEROX;6204;1;4511:KP/2693:;532(3/4);532;jednoznaczny_niepelny;PLIK;Moge hurtowo ustawic MASZYNA.ID_MODEL=532 oraz uzupelnic brakujace pola w MODEL po zatwierdzeniu wartosci.;Potrzebuje od Ciebie brakujacych pol dla MODEL 532: PLIK;;
